EmployeeID,NationalIDNumber,ContactID,LoginID,ManagerID,Title,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,HumanResources_EmployeeAddress,HumanResources_EmployeeDepartmentHistory,HumanResources_EmployeePayHistory,HumanResources_JobCandidate,Sales_SalesPerson
110,733022683,1126,adventure-works\jason0,135,Production Technician - WC30,08 01 79 00:00,S,M,15 02 99 00:00,0,38,39,-1,{C16C501D-942D-4EB0-B5C4-EF8119FBEBA2},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
111,381772114,1271,adventure-works\mark0,41,Quality Assurance Technician,31 05 76 00:00,S,M,16 02 99 00:00,0,83,61,-1,{6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
112,187369436,1169,adventure-works\janeth0,159,Production Technician - WC45,25 08 62 00:00,S,F,16 02 99 00:00,0,81,60,-1,{8261B8CB-BC3F-4BCE-B364-86035D870263},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
113,364818297,1110,adventure-works\marc0,184,Production Technician - WC30,24 11 76 00:00,M,M,17 02 99 00:00,0,22,31,-1,{1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
114,658797903,1051,adventure-works\gigi0,158,Research and Development Engineer,21 02 69 00:00,M,F,17 02 99 00:00,-1,63,51,-1,{50B6CDC6-7570-47EF-9570-48A64B5F2ECF},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
115,886023130,1094,adventure-works\paul1,108,Production Technician - WC20,05 12 80 00:00,M,M,18 02 99 00:00,0,6,23,-1,{DC5BA622-B860-41EE-AF92-5FEB4779B589},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
116,749211824,1144,adventure-works\frank0,210,Production Technician - WC40,07 10 77 00:00,M,M,18 02 99 00:00,0,56,48,-1,{DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
117,643805155,1255,adventure-works\françois0,42,Database Administrator,17 06 65 00:00,S,M,18 02 99 00:00,-1,67,53,-1,{0C7F025D-8D56-48EF-86C0-F09DB63D0182},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
118,92096924,1196,adventure-works\diane2,14,Production Technician - WC50,10 09 79 00:00,S,F,19 02 99 00:00,0,8,24,-1,{721A2921-C415-46DE-9111-13F25F428B8B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
119,72636981,1035,adventure-works\jill0,6,Marketing Specialist,19 07 69 00:00,M,F,19 02 99 00:00,0,47,43,-1,{53575C58-FBA1-4C1A-B8FF-95E050B44393},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
120,563680513,1180,adventure-works\angela0,38,Production Technician - WC50,01 07 81 00:00,S,F,21 02 99 00:00,0,92,66,-1,{4958E1C3-C872-4222-954E-09D2060EA7EF},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
121,584205124,1282,adventure-works\matthias0,85,Shipping and Receiving Clerk,13 12 63 00:00,M,M,21 02 99 00:00,0,94,67,-1,{54ED63DC-C62C-4CC7-89C2-015DF49C49A5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
122,458159238,1223,adventure-works\bryan0,7,Production Technician - WC60,28 09 63 00:00,S,M,22 02 99 00:00,0,35,37,-1,{4652D4E4-6A27-47ED-9F51-C377E293DA28},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
123,712885347,1062,adventure-works\jeff0,21,Production Supervisor - WC45,16 02 67 00:00,M,M,22 02 99 00:00,0,74,57,-1,{7C7D459E-1F49-427D-9BD5-DE31880C85DC},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
124,87268837,1121,adventure-works\eugene0,184,Production Technician - WC30,15 08 77 00:00,S,M,22 02 99 00:00,0,33,36,-1,{1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
125,969985265,1105,adventure-works\barbara0,182,Production Technician - WC20,02 08 69 00:00,M,F,23 02 99 00:00,0,17,28,-1,{045C9CBB-3448-4599-9FA9-6C7A9F82F832},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
126,539490372,1164,adventure-works\chris0,123,Production Technician - WC45,17 01 79 00:00,M,M,23 02 99 00:00,0,76,58,-1,{300223F3-5587-4230-909B-D9C4AFD6D683},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
127,242381745,1266,adventure-works\sean1,90,Document Control Assistant,12 04 77 00:00,S,M,23 02 99 00:00,0,78,59,-1,{F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
128,929666391,1254,adventure-works\dan1,42,Database Administrator,06 02 66 00:00,M,M,23 02 99 00:00,-1,66,53,-1,{2474E1A9-902D-466C-B0B2-6DCAC927F753},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
129,948320468,1207,adventure-works\mark1,16,Production Technician - WC60,26 10 69 00:00,S,M,24 02 99 00:00,0,19,29,-1,{CDB2C6DF-93E5-4558-91C8-424D5E7C658B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
130,931190412,1250,adventure-works\bryan1,139,Accounts Receivable Specialist,22 10 74 00:00,S,M,25 02 99 00:00,0,62,51,-1,{CB3E71EC-A381-4716-87DF-D3841AB9795A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
131,153288994,1191,adventure-works\houman0,74,Production Technician - WC50,30 09 61 00:00,M,M,26 02 99 00:00,0,3,21,-1,{9CE8B2E8-9944-4BA5-97DE-441D8314F161},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
132,981495526,1234,adventure-works\sairaj0,44,Scheduling Assistant,22 01 78 00:00,M,M,27 02 99 00:00,0,46,43,-1,{4D36A720-CE32-4C47-866A-DB7844449309},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
133,363996959,1132,adventure-works\michiko0,173,Production Technician - WC30,28 07 72 00:00,S,M,27 02 99 00:00,0,44,42,-1,{F359F5B6-5E18-4C62-8531-14D951911CE5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
134,585408256,1116,adventure-works\benjamin0,184,Production Technician - WC30,06 02 76 00:00,S,M,28 02 99 00:00,0,28,34,-1,{F1A6F824-895B-4A0F-AF1B-05FBA703E69F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
135,386315192,1057,adventure-works\cynthia0,21,Production Supervisor - WC30,19 09 71 00:00,S,F,28 02 99 00:00,0,69,54,-1,{F9E1DC46-0D03-4A8A-B693-1A964BC13E6C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
136,167554340,1175,adventure-works\kathie0,197,Production Technician - WC45,02 12 80 00:00,M,F,28 02 99 00:00,0,87,63,-1,{25FC84D7-E013-44B8-82CD-63CD4723AF81},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
137,410742000,1202,adventure-works\britta0,16,Production Technician - WC60,30 10 79 00:00,M,F,02 03 99 00:00,0,14,27,-1,{FC12677F-42F8-4790-AD69-685088ED7E5F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
138,746201340,1143,adventure-works\brian0,210,Production Technician - WC40,14 03 67 00:00,S,M,02 03 99 00:00,0,55,47,-1,{18D594A8-B4ED-43C0-9C43-6033FEAADF4E},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
139,30845,1245,adventure-works\david6,140,Accounts Manager,08 08 73 00:00,M,M,03 03 99 00:00,-1,57,48,-1,{2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
140,184188301,1288,adventure-works\laura1,109,Chief Financial Officer,06 02 66 00:00,M,F,04 03 99 00:00,-1,0,20,-1,{D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
141,398737566,1186,adventure-works\michael2,38,Production Technician - WC50,03 06 64 00:00,S,M,04 03 99 00:00,0,98,69,-1,{C6EB2566-CF28-4602-9A25-5B91C8728838},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
142,764853868,1127,adventure-works\andy0,135,Production Technician - WC30,20 11 73 00:00,M,M,04 03 99 00:00,0,39,39,-1,{615A6BFE-3046-4037-9764-238535F725BE},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
143,319472946,1229,adventure-works\yuhong0,21,Production Supervisor - WC20,08 05 67 00:00,M,M,05 03 99 00:00,0,41,40,-1,{F1A684F4-02DB-4B22-8977-6D8D3A21100E},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
144,456839592,1170,adventure-works\robert0,159,Production Technician - WC45,01 04 75 00:00,S,M,06 03 99 00:00,0,82,61,-1,{2203154E-5EBD-4ACA-99BE-D835A3309D03},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
145,131471224,1272,adventure-works\andreas0,41,Quality Assurance Technician,29 04 79 00:00,M,M,06 03 99 00:00,0,84,62,-1,{F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
146,259388196,1111,adventure-works\reed0,184,Production Technician - WC30,09 02 79 00:00,M,M,06 03 99 00:00,0,23,31,-1,{B3967C00-7014-4960-AF15-B1A6D3094F6F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
147,812797414,1100,adventure-works\linda1,143,Production Technician - WC20,06 11 67 00:00,S,F,07 03 99 00:00,0,12,26,-1,{F963F913-449E-4EBB-BFDA-FC0C3010DB65},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
148,519899904,1052,adventure-works\james1,109,Vice President of Production,07 02 73 00:00,S,M,07 03 99 00:00,-1,64,52,-1,{D7314F24-2AF1-429C-9BBB-4038F45F3E6C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
149,314747499,1261,adventure-works\ramesh0,42,Application Specialist,14 04 78 00:00,S,M,07 03 99 00:00,-1,73,56,-1,{BE190269-4003-4D7F-809E-7B3FDC235DA8},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
150,858323870,1256,adventure-works\stephanie0,42,Network Manager,26 04 74 00:00,S,F,08 03 99 00:00,-1,68,54,-1,{221CBB7B-8BAE-452B-A16F-A67EBB3873C8},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
151,25011600,1095,adventure-works\samantha0,108,Production Technician - WC20,23 12 77 00:00,M,F,08 03 99 00:00,0,7,23,-1,{1629EDDD-D0AE-4CB9-A59C-3A175F7027E5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
152,436757988,1138,adventure-works\tawana0,210,Production Technician - WC40,12 12 79 00:00,S,M,09 03 99 00:00,0,50,45,-1,{BB4A3E50-232E-4212-9FAF-E67429FEBC7D},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
153,652535724,1197,adventure-works\denise0,14,Production Technician - WC50,07 08 78 00:00,M,F,09 03 99 00:00,0,9,24,-1,{77878C43-F16E-437D-892F-3CFCC0715A0A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
154,416679555,1240,adventure-works\hao0,30,Human Resources Administrative Assistant,19 05 67 00:00,S,M,10 03 99 00:00,0,52,46,-1,{FD53C4C8-B34E-460F-9EE5-747B07FE98B3},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
155,377784364,1165,adventure-works\alex0,123,Production Technician - WC45,14 05 80 00:00,M,M,12 03 99 00:00,0,77,58,-1,{B96BC9C2-5A25-4A9B-887A-C7C10E47B80C},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
156,66073987,1224,adventure-works\eugene1,7,Production Technician - WC60,13 03 66 00:00,S,M,12 03 99 00:00,0,36,38,-1,{33543B35-77DA-4600-A41B-1EAFEA0AD643},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
157,999440576,1210,adventure-works\brandon0,16,Production Technician - WC60,11 02 67 00:00,M,M,12 03 99 00:00,0,22,31,-1,{CA5D1935-44E2-4C45-93BB-809E59F56796},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
158,134969118,1049,adventure-works\dylan0,3,Research and Development Manager,27 03 77 00:00,M,M,12 03 99 00:00,-1,61,50,-1,{4F46DECA-EF01-41FD-9829-0ADAB368E431},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
159,551834634,1063,adventure-works\shane0,21,Production Supervisor - WC45,24 06 80 00:00,S,M,12 03 99 00:00,0,75,57,-1,{2625C358-672A-4000-AD67-B8CD3F318285},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
160,305522471,1106,adventure-works\john2,182,Production Technician - WC20,06 05 76 00:00,M,M,13 03 99 00:00,0,18,29,-1,{BAB69951-28AD-4BCA-B5AC-032746D0CC6F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
161,260770918,1267,adventure-works\karen0,90,Document Control Assistant,25 01 66 00:00,M,F,13 03 99 00:00,0,79,59,-1,{8A41ED23-7AE2-4C15-AA5D-9496E721F848},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
162,788456780,1208,adventure-works\jose0,16,Production Technician - WC60,01 09 74 00:00,M,M,14 03 99 00:00,0,20,30,-1,{9E912556-88BA-41EE-B946-CB84AB4C1102},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
163,370581729,1188,adventure-works\mandar0,74,Production Technician - WC50,21 04 76 00:00,S,M,14 03 99 00:00,0,0,20,-1,{1F0E068A-48C5-40BF-8190-565150EFDADD},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
164,603686790,1047,adventure-works\mikael0,274,Buyer,18 09 74 00:00,S,M,14 03 99 00:00,0,59,49,-1,{D0FD55FF-42FA-491E-8B3B-AB3316018909},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
165,152085091,1192,adventure-works\sameer0,74,Production Technician - WC50,27 07 68 00:00,M,M,15 03 99 00:00,0,4,22,-1,{A703169F-1563-488E-914D-D784FD07F29A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
166,663843431,1251,adventure-works\dragan0,139,Accounts Payable Specialist,18 03 67 00:00,M,M,15 03 99 00:00,0,63,51,-1,{51C54D34-064B-44F7-A6B1-7702BD491980},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
167,227319668,1133,adventure-works\carol0,173,Production Technician - WC30,18 11 78 00:00,M,F,16 03 99 00:00,0,45,42,-1,{8D0182A3-5B59-4EEA-9B3C-C7F05DA9A2CE},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
168,578953538,1159,adventure-works\rob1,87,Production Technician - WC40,05 09 63 00:00,S,M,17 03 99 00:00,0,71,55,-1,{54FDA597-6822-42B4-B128-63ECA03071F2},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
169,222400012,1176,adventure-works\don0,38,Production Technician - WC50,14 07 61 00:00,M,M,17 03 99 00:00,0,88,64,-1,{E720053D-922E-4C91-B81A-A1CA4EF8BB0E},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
170,470689086,1235,adventure-works\alan0,44,Scheduling Assistant,30 04 74 00:00,M,M,17 03 99 00:00,0,47,43,-1,{DE321854-B076-4D59-BB7B-42152031B108},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
171,860123571,1117,adventure-works\david7,184,Production Technician - WC30,25 10 75 00:00,M,M,18 03 99 00:00,0,29,34,-1,{85AFB689-7EAB-41A8-B154-9446195D5BDE},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
172,273260055,1160,adventure-works\baris0,87,Production Technician - WC40,07 11 80 00:00,S,M,19 03 99 00:00,0,72,56,-1,{232D68BF-DF58-48F9-9235-53BD4B009B4B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
173,578935259,1058,adventure-works\michael3,21,Production Supervisor - WC30,02 03 79 00:00,S,M,19 03 99 00:00,0,70,55,-1,{1AD772D7-7B4A-4A7B-8676-49DD7608CB94},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
174,752513276,1219,adventure-works\steve0,18,Production Technician - WC60,07 05 81 00:00,S,M,19 03 99 00:00,0,31,35,-1,{12F678D7-EAD3-4CF4-8518-A19AACF2A6D4},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
175,754372876,1203,adventure-works\suchitra0,16,Production Technician - WC60,11 07 77 00:00,M,F,20 03 99 00:00,0,15,27,-1,{6ADBD932-0DA5-4F5C-AF67-8E3A53630896},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
176,58317344,1262,adventure-works\karen1,42,Application Specialist,19 06 68 00:00,S,F,20 03 99 00:00,-1,74,57,-1,{45C3D0F5-3332-419D-AD40-A98996BB5531},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
177,404159499,1101,adventure-works\terrence0,143,Production Technician - WC20,09 01 75 00:00,S,M,20 03 99 00:00,0,13,26,-1,{4DA76442-5EEF-41FB-AE19-16C55714F9AD},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
178,363910111,1246,adventure-works\barbara1,139,Accountant,04 02 66 00:00,M,F,22 03 99 00:00,-1,58,49,-1,{3FFBA84E-8E97-4649-A5E1-859649D83AAE},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
179,599942664,1187,adventure-works\chad0,38,Production Technician - WC50,04 09 80 00:00,M,M,22 03 99 00:00,0,99,69,-1,{83A32D4C-4725-478F-9997-91739BB957BA},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
180,993310268,1128,adventure-works\rostislav0,135,Production Technician - WC30,15 10 67 00:00,M,M,23 03 99 00:00,0,40,40,-1,{00027A8C-C2F8-4A31-ABA8-8A203638B8F1},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
181,20244403,1171,adventure-works\belinda0,197,Production Technician - WC45,19 10 59 00:00,S,F,24 03 99 00:00,0,83,61,-1,{F714B5EC-CA7C-4E6E-A812-2C5A119F4C30},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
182,862951447,1230,adventure-works\katie0,21,Production Supervisor - WC20,20 12 74 00:00,S,F,24 03 99 00:00,0,42,41,-1,{5BE8B211-CBE5-45D8-84FD-23F36A881473},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
183,551346974,1112,adventure-works\russell1,184,Production Technician - WC30,14 03 72 00:00,M,M,25 03 99 00:00,0,24,32,-1,{D54C7989-2675-4EF3-B392-370A8D264B2B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
184,60114406,1056,adventure-works\jack0,21,Production Supervisor - WC30,23 07 73 00:00,S,M,25 03 99 00:00,0,68,54,-1,{69A47230-70EE-48FD-AC15-C39F3712FF14},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
185,33237992,1053,adventure-works\andrew0,21,Production Supervisor - WC10,08 10 78 00:00,S,M,26 03 99 00:00,0,65,52,-1,{08365B05-C143-4260-A93C-6B69418B1946},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
186,1300049,1155,adventure-works\nicole0,87,Production Technician - WC40,10 05 76 00:00,M,F,26 03 99 00:00,0,67,53,-1,{15671E3B-016F-41FD-840B-5A9F7D776D9A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
187,10708100,1198,adventure-works\frank1,14,Production Technician - WC50,24 08 61 00:00,S,M,27 03 99 00:00,0,10,25,-1,{B395CD84-77BA-4D3C-A49D-D9E8D6CF100B},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
188,672243793,1257,adventure-works\peter1,150,Network Administrator,29 06 70 00:00,S,M,27 03 99 00:00,0,69,54,-1,{86601E6A-6955-40FC-BB4A-1053A843CE99},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
189,63761469,1096,adventure-works\anibal0,108,Production Technician - WC20,06 10 64 00:00,S,F,27 03 99 00:00,0,8,24,-1,{BC18A829-F0CE-4EAF-9785-2D84C86F925A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
190,693168613,1139,adventure-works\ken1,210,Production Technician - WC40,29 06 71 00:00,M,M,28 03 99 00:00,0,51,45,-1,{699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
191,476980013,1241,adventure-works\grant0,30,Human Resources Administrative Assistant,18 05 66 00:00,S,M,29 03 99 00:00,0,53,46,-1,{4511ABBA-7F34-400E-907B-A663C20E1A41},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
192,334834274,1182,adventure-works\michael4,38,Production Technician - WC50,17 07 79 00:00,S,M,29 03 99 00:00,0,94,67,-1,{EB27C026-9470-4450-8D5E-1F38A41793B5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
193,399658727,1166,adventure-works\lionel0,159,Production Technician - WC45,15 04 78 00:00,S,M,30 03 99 00:00,0,78,59,-1,{231B1798-F67B-45C1-9688-265180F93D28},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
194,500412746,1225,adventure-works\thomas0,7,Production Technician - WC60,11 02 76 00:00,M,M,30 03 99 00:00,0,37,38,-1,{8FF3AF67-32F2-4A08-98C3-A40F842D41A3},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
195,652779496,1284,adventure-works\jimmy0,85,Stocker,05 06 75 00:00,M,M,30 03 99 00:00,0,96,68,-1,{96442787-9520-4955-A457-38AFDDB6FF13},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
196,878395493,1123,adventure-works\michael5,135,Production Technician - WC30,19 10 72 00:00,M,M,30 03 99 00:00,0,35,37,-1,{2B0876D4-8996-4E71-A613-BE2E98E7ACCF},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
197,332349500,1064,adventure-works\lori0,21,Production Supervisor - WC45,19 08 70 00:00,S,F,30 03 99 00:00,0,76,58,-1,{23D436FC-08F7-4988-8B4D-490AA4E8B7E7},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
198,792847334,1048,adventure-works\arvind0,274,Buyer,21 09 64 00:00,M,M,01 04 99 00:00,0,60,50,-1,{51DE26F0-6ED9-4A70-B689-88EB882674B6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
199,621932914,1107,adventure-works\stefen0,182,Production Technician - WC20,21 01 66 00:00,S,M,01 04 99 00:00,0,19,29,-1,{B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
200,398223854,1268,adventure-works\hazem0,148,Quality Assurance Manager,27 11 67 00:00,S,M,01 04 99 00:00,-1,80,60,-1,{05C84608-F445-4F9D-BB5C-0828C309C29D},26 01 05 09:17,[Value],[Table],[Table],[Table],[Table]
201,519756660,1252,adventure-works\janet0,139,Accounts Payable Specialist,09 04 69 00:00,M,F,02 04 99 00:00,0,64,52,-1,{0C641D77-8675-493F-9947-8C65136559CD},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
202,912141525,1193,adventure-works\elizabeth0,74,Production Technician - WC50,26 02 80 00:00,M,F,03 04 99 00:00,0,5,22,-1,{62A9F73F-6443-4F2F-B864-18186614BFB6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
203,243322160,1032,adventure-works\terry0,6,Marketing Specialist,07 03 76 00:00,M,M,03 04 99 00:00,0,44,42,-1,{AD0D7626-4506-45C4-898F-9D7A0E13AABD},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
204,568626529,1115,adventure-works\john3,184,Production Technician - WC30,24 04 72 00:00,S,M,04 04 99 00:00,0,27,33,-1,{96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
205,301435199,1134,adventure-works\merav0,173,Production Technician - WC30,13 06 73 00:00,M,F,04 04 99 00:00,0,46,43,-1,{2EE7914A-62D3-473B-A0E1-E4E55341EC4E},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
206,368691270,1236,adventure-works\brian1,44,Scheduling Assistant,12 09 74 00:00,M,M,04 04 99 00:00,0,48,44,-1,{DFA02733-C26E-4E31-99D8-9167E4E5131D},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
207,211789056,1177,adventure-works\kitti0,38,Production Technician - WC50,07 07 77 00:00,S,F,05 04 99 00:00,0,89,64,-1,{49A05524-FA34-45B1-95BC-489901DC5B50},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
208,63179277,1220,adventure-works\jay0,18,Production Technician - WC60,14 03 66 00:00,S,M,06 04 99 00:00,0,32,36,-1,{18187809-5294-474F-85A1-D5BE6BD518D6},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
209,587567941,1118,adventure-works\jan0,184,Production Technician - WC30,16 12 64 00:00,S,M,06 04 99 00:00,0,30,35,-1,{975F827D-BE71-4EB1-8DBF-E6C451D1FAD5},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
210,634335025,1059,adventure-works\brenda0,21,Production Supervisor - WC40,31 03 73 00:00,M,F,06 04 99 00:00,0,71,55,-1,{714D519B-375E-4C5A-8491-C758D00CF95F},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
211,65848458,1161,adventure-works\andrew1,123,Production Technician - WC45,26 10 78 00:00,S,M,07 04 99 00:00,0,73,56,-1,{A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
212,260805477,1263,adventure-works\chris1,90,Control Specialist,26 06 77 00:00,M,M,07 04 99 00:00,0,75,57,-1,{45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
213,442121106,1204,adventure-works\chris2,16,Production Technician - WC60,07 09 76 00:00,S,M,08 04 99 00:00,0,16,28,-1,{77B384C7-AFFB-4816-992B-F5B3034EE4FF},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
214,300946911,1102,adventure-works\shelley0,143,Production Technician - WC20,08 01 77 00:00,S,F,08 04 99 00:00,0,14,27,-1,{13942056-2930-4490-83CE-AF2386D5A5E7},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
215,440379437,1145,adventure-works\gabe0,210,Production Technician - WC40,11 06 78 00:00,M,M,09 04 99 00:00,0,57,48,-1,{790C9A7C-264C-4D48-A9D3-E2571A8011D8},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
216,480951955,1247,adventure-works\mike0,139,Accountant,01 08 69 00:00,S,M,09 04 99 00:00,-1,59,49,-1,{AC35337D-7C75-4DEE-BB11-6564F257FE18},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
217,879342154,1289,adventure-works\michael6,158,Research and Development Manager,01 01 75 00:00,M,M,04 06 99 00:00,-1,16,64,-1,{EAA43680-5571-40CB-AB1A-3BF68F04459E},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
218,141165819,1274,adventure-works\gary1,148,Facilities Manager,21 03 61 00:00,M,M,03 01 00 00:00,-1,86,63,-1,{62F6EC59-5635-44F3-9CC1-2D8EEAF90A05},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
219,537092325,1215,adventure-works\charles0,18,Production Technician - WC60,03 10 61 00:00,S,M,04 01 00 00:00,0,27,33,-1,{CDC11292-DF74-4FB0-8676-5B2AA4687142},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
220,455563743,1081,adventure-works\ebru0,25,Production Technician - WC10,23 10 76 00:00,S,M,07 01 00 00:00,0,93,66,-1,{6C25A32B-88B5-4F84-A129-F7F688DFA588},31 07 04 00:00,[Value],[Table],[Table],[Table],[Table]
